dataset,id,question,ground_truth_answer,ground_truth_explanation,num_models_incorrect,models_incorrect_list,gemini_model_id,nvidia_model_id,vertex_gemma_model_id,gemini_parsed,nvidia_parsed,vertex_gemma_parsed
pubmedqa_pqa_l,21402341,Assessment of carotid artery stenosis before coronary artery bypass surgery. Is it always necessary?,no,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes
pubmedqa_pqa_l,20082356,Should direct mesocolon invasion be included in T4 for the staging of gastric cancer?,maybe,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes
pubmedqa_pqa_l,26606599,Do Surrogates of Injury Severity Influence the Occurrence of Heterotopic Ossification in Fractures of the Acetabulum?,maybe,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes
pubmedqa_pqa_l,11340218,Does pretreatment with statins improve clinical outcome after stroke?,no,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes
pubmedqa_pqa_l,25277731,Sternal fracture in growing children : A rare and often overlooked fracture?,maybe,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes
pubmedqa_pqa_l,23177368,Does immediate breast reconstruction compromise the delivery of adjuvant chemotherapy?,no,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes
pubmedqa_pqa_l,17179167,Human papillomavirus and pterygium. Is the virus a risk factor?,maybe,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes
pubmedqa_pqa_l,14612308,Can PRISM predict length of PICU stay?,no,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes
pubmedqa_pqa_l,27643961,Major depression and alcohol use disorder in adolescence: Does comorbidity lead to poorer outcomes of depression?,no,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes
pubmedqa_pqa_l,22227642,Can we measure mesopic pupil size with the cobalt blue light slit-lamp biomicroscopy method?,no,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes
pubmedqa_pqa_l,12380309,Should circumcision be performed in childhood?,no,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes
pubmedqa_pqa_l,22186742,Does a colonoscopy after acute diverticulitis affect its management?,no,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes
pubmedqa_pqa_l,27989969,Does the Simultaneous Use of a Neuroendoscope Influence the Incidence of Ventriculoperitoneal Shunt Infection?,no,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes
pubmedqa_pqa_l,18235194,Is a specialised training of phonological awareness indicated in every preschool child?,maybe,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes
pubmedqa_pqa_l,17489316,Is tumour expression of VEGF associated with venous invasion and survival in pT3 renal cell carcinoma?,maybe,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes
pubmedqa_pqa_l,20337202,Continuation of pregnancy after antenatal corticosteroid administration: opportunity for rescue?,maybe,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes
pubmedqa_pqa_l,26708803,Treatment of contralateral hydrocele in neonatal testicular torsion: Is less more?,maybe,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes
pubmedqa_pqa_l,22427593,"Are normally sighted, visually impaired, and blind pedestrians accurate and reliable at making street crossing decisions?",maybe,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes
pubmedqa_pqa_l,11570976,Is it Crohn's disease?,maybe,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes
pubmedqa_pqa_l,27044366,Detailed analysis of sputum and systemic inflammation in asthma phenotypes: are paucigranulocytic asthmatics really non-inflammatory?,maybe,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes
pubmedqa_pqa_l,17562682,Is Panton-Valentine leucocidin associated with the pathogenesis of Staphylococcus aureus bacteraemia in the UK?,maybe,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes
pubmedqa_pqa_l,18843057,Can you deliver accurate tidal volume by manual resuscitator?,no,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes
pubmedqa_pqa_l,23076787,Can increases in the cigarette tax rate be linked to cigarette retail prices?,no,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes
pubmedqa_pqa_l,22534881,Does the radiographic transition zone correlate with the level of aganglionosis on the specimen in Hirschsprung's disease?,no,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes
medmcqa,5c38bea6-787a-44a9-b2df-88f4218ab914,All of the following are surgical options for morbid obesity except -,D,"Ans. is 'd' i.e., Roux en Y Duodenal Bypass Bariatric surgical procedures include:a. Vertical banded gastroplastyb. Adjustable gastric bandingc. Roux-en Y gastric bypass (Not - Roux-en Y Duodenal Bypass)d. Biliopancreatic diversione. Duodenal switcho The surgical treatment of morbid obesity is known as bariatric surgery.o Morbid obesity is defined as body mass index of 35 kg/m2 or more with obesity related comorbidity, or BMI of 40 kg/m2 or greater without comorbidity.o Bariatric operations produce weight loss as a result of 2 factors. One is restriction of oralintake. The other is malabsorbtion of ingested food.o Gastric restrictive procedures include Vertical banded gastroplasty & Adjustable gastric bandingo Malabsorbtive procedures include Biliopancreatic diversion, and Duodenal switcho Roux-en Y gastric bypass has features of both restriction and malabsorptionBariatric Operations: Mechanism of ActionRestrictiveVertical banded gastroplastyLaparoscopic adjustable gastric bandingLargely Restrictive/Mildly MalabsorptiveRoux-en-Y gastric bypassLargely Malabsorptive/Mildly RestrictiveBiliopancreatic diversionDuodenal switch",1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,D,D,B
medmcqa,dc6794a3-b108-47c5-8b1b-3b4931577249,Growth hormone has its effect on growth through?,B,"Ans. is 'b' i.e., IGI-1GH has two major functions :-i) Growth of skeletal system :- The growth is mediated by somatomedins (IGF). Increased deposition of cailage (including chondroitin sulfate) and bone with increased proliferation of chondrocytes and osteocytes.ii) Metabolic effects :- Most of the metabolic effects are due to direct action of GH. These include gluconeogenesis, decreased peripheral utilization of glucose (decreased uptake), lipolysis and anabolic effect on proteins.",1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,B,B,D
medmcqa,5ab84ea8-12d1-47d4-ab22-668ebf01e64c,Scrub typhus is transmitted by: September 2004,C,Ans. C i.e. Mite,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,C,C,A
medmcqa,73515f05-e947-4801-8077-3abdeca95c84,Characteristics of Remifentanyl – a) Metabolised by plasma esteraseb) Short half lifec) More potent than Alfentanyld) Dose reduced in hepatic and renal diseasee) Duration of action more than Alfentanyl,C,Remifentanil is the shortest acting opioid due to its metabolism by plasma esterase → dose adjustment is not needed in liver or kidney disease. It is more potent than alfentanil : Order of potency is Sufentanil > Fentanyl = Remifentanil > Alfentanil.,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,C,,A
medmcqa,b3d1eb6c-3909-4011-ad10-d55538b81456,Naglers reaction is shown by,C,"Nagler's reaction - when Clostridium perfringens is grown in media containing 6 % agar, 5% Fildes peptic digest of sheep blood and 20% human serum, with antitoxin spread on one half of plate, colonies in the other half without antitoxin will be surrounded by a zone of opacity. No opacity around the colonies on the half of plate with antitoxin, this is due to the specific neutralization of the alpha-toxin. This specific lecithinase effect, known as the Nagler's reaction. Reference: Textbook of Microbiology; Anathanarayan and paniker's; 10th edition; Page no: 263",1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,C,C,A
medmcqa,e529be7c-f360-4dba-b313-7f3fc240697a,"Which of the following statements are True/False? 1. Hirsutism, which is defined as androgen-dependent excessive male pattern hair growth, affects approximately 25% of women. 2. Virilization refers to a condition in which androgen levels are sufficiently high to cause additional signs and symptoms. 3. Frequently, patients with growth hormone excess (i.e., acromegaly) present with hirsutism. 4. A simple and commonly used method to grade hair growth is the modified scale of Ferriman and Gallwey. 5. Scores above 8 suggest excess androgen-mediated hair growth.",C,"Here statement 1 & 3 are wrong. It is actually a direct pick from harrison, an impoant topic for entrance examinations hirsutism is seen in 10% of woman. Acromegaly rarely causes hirsutism. Ref: Harrisons Principles of Medicine, 18th Edition, Pages 380-382",1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,C,C,A
medmcqa,35a7eac4-fd96-4184-9a5f-86bba82a5b62,A 60 yr old chronic smoker presents with painless gross hematuria of 1 day duration. Investigation of choice to know the cause of hematuria,D,"Urine microscopy for malignant cytology ""Painless haematuria is by far the most common symptom of bladder cancer and should be regarded as indicative of a bladder carcinoma until proven otherwise."" Bailey & Love 25/e p1336 (24/e p1363) Cigarette smoking is the main etiological factor and accounts ,for about 50% of bladder cancers Among the given options 'urine microscopy' is the best choice for investigating a pt. with high suspicion for bladder ca. This is not a good screening test but a positive result is highly specific. The best investigation would be cystoscopy & biopsy. Investigations for bladder cancer 1. Urinary cytology - Exfoliated cells from both normal and neoplastic urothelium can be readily identified in voided urine. Examination of cytological specimens can detect the malignant cells either at the time of initial presentation or during follow-up. Cytological examination may be especially useful in screening high-risk population and assessing the response to treatment. 2. Cystourethroscopy and tumor resection - The diagnosis and initial staging of bladder cancer is made by cystoscopy and transurethral resection. 3.Imaging (IVP, CT, MRI) - Although various imaging techniques can detect bladder cancer, its presence is confirmed by cystoscopy & biopsy. - Therefore imaging modalities are used to image the upper urinary tract and, when infiltrating bladder tumors are detected to assess the depth of muscle wall infiltration and the presence of local & distant metastasis. - Intravenous urography remains one of the most common imaging tests for the evaluation of hematuria. However, intravenous pyelography is increasingly being replaced by computed tomography (CT) urography, which is more accurate, for evaluation of the entire abdominal cavity, renal parenchyma, and ureters in patients with hematuria. Bladder tumors may be recognized as pedunculated, radiolucent filling defects projecting into the lumen; nonpapillary, infiltrating tumors may result in fixation or flattening of the bladder wall. 4. Urinary tumor markers - - Several new tests have been developed in order to overcome the shocomings of urinary cytology such as the low sensitivity for low-grade superficial tumors and inter-observer variability. - Commercially available tests include, the BTA test, the BTA stat test, the BTA TRAK assay determination of urinary nuclear matrix protein (NMP22), Immunocyt and UroVysion . - These tests can detect cancer specific proteins in urine (BTA/NMP22) or augment cytology by identifying cell surface or cytogenetic markers in the nucleus. Other tests under investigation include identification of the Lewis X antigen on exfoliated urothelial cells, and the determination of telomerase activity in exfoliated cells. - These tests have been demonstrated to enhance detection of bladder cancer when used either individually or in combination with cytology. They have been used to detect both new index tumors as well as recurrent tumors.",3,"gemini, nvidia, vertex_gemma",models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,A,A,A
medmcqa,f79a972f-3611-4cdc-837e-ce2f9393f592,Hyper viscosity is seen in,A,"Ref William hematology 6/e p1268 The term cryoglobulinemia refers to the presence in the serum of proteins that precipitate at temperatures below 37 degrees C and redissolve on rewarming. ... The elective treatment for hyperviscosity syndrome, whether associated with monoclonal, mixed, or polyclonalcryoglobulinemia, is plasma exchange.",1,gemini,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,B,,A
medmcqa,56b5a2d2-044c-4b80-b778-6fa762206f52,Superior vena cava is derived from:,C,"Ans. C Cardinal veinRef; hangman's essesntial medical Embroyology pg. 57# During early embryonic development (through 4th week), paired cardinal veins drain the body. Anterior cardinal veins drain the head and upper limb buds, while posterior cardinal veins drain the body. Both the anterior and posterior veins on each side unite at the common cardinal veins that flow into the sinus venosus and ultimately into the common atrium (Image).# Anterior cardinal veins are retained. An anastomosis between the two forms the left brachiocephalic vein, and anterior segments from both form the jugular system for the head and neck (Image).# Most of the posterior segment on the left disappears except for that forming the left superior intercostal vein, whereas the right posterior segment forms the superior vena cava.Extra mileDefects of SVC Development* Double inferior vena cava occurs when the left supracardinal vein persists, thereby forming an additional inferior vena cava below the level of the kidneys.* Left superior vena cava occurs when the left anterior cardinal vein persists, forming a superior vena cava on the left side. The right anterior cardinal vein abnormally regresses.* Double superior vena cava occurs when the left anterior cardinal vein persists, forming a superior vena cava on the left side. The right anterior cardinal vein also forms a superior vena cava on the right side.",1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,C,C,A
medmcqa,2583b8c8-aeaa-47c0-86fb-5efc9f386de6,Position of vocal cord in cadaver is:,C,The vocal fold of the excised larynx is known to be located at an intermediate position(the so-called cadaver position).,2,"gemini, vertex_gemma",models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,B,,A
medmcqa,e9038cb9-56db-473d-9d3f-440f130295ec,Organisms that has not been cultured successfully so far is-,B,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,B,B,A
medmcqa,b77af8ce-2e9c-4979-a544-a2331f86f6b1,Normal waist hip ratio of a female is below,B,"WHO CUT-OFF POINTS OF WHR Indicator CUT-OFF points Risk of metabolic complications Waist circumference >94 cm (M) >80 cm (W) Increased Hip cirrcumference >102 cm (M) >88 cm (W) Substantially increased Waist-Hip ratio >= 0.95(M) >= 0.80(W) Substantially increased Ref: Park 23rd edition Pgno : 400 WC & WHR, WHO Consultation 2008",2,"gemini, vertex_gemma",models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,A,B,A
medmcqa,24b17b1d-0dac-4da1-b215-22451784b9b6,Lymph vessel which drain the posterior 1/3 rd of the tongue:,A,,1,nvidia,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,A,D,A
medmcqa,e7f60d58-db4c-4067-981b-2988a9de88ff,Risk factors associated with post-operative nausea and vomiting following strabismus surgery are all except -,A,"Ans. is 'a' i.e., Age < 3 years Post operative nausea and vomiting (PONY) following strabismus surgery It can cause post - op wound dehiscence, hematoma, orbital hemorrhage and aspiration. 30 % of all procedures are associated with PONV. Major risk factors are: Age > 3years Duration of anesthesia > 30 mins Personal or family history of post - op nausea and vomiting Personal or family history of motion sickness Medical management of PONV includes: dimenhydrinate, metoclopramide, droperidol, dexamethasone, ondansatron",1,gemini,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,B,A,A
medmcqa,7a14deed-5c09-443b-9221-10f3a70fb6a4,Anterolateral ahroscopy of knee is for:,A,"Standard poals in knee ahroscopy Anterolateral poal Almost all the structures within the knee joint can be seen except- posterior cruciate ligament anterior poion of the lateral meniscus periphery of the posterior horn of the medial meniscus in tight knees. Anteromedial poal Additional viewing of lateral compament Posteromedial poal Used for viewing the posteromedial structures For repair or removal of the displaced posterior horn of meniscal tears Superolateral poal Used for diagnostically viewing the dynamics of patella-femoral joint, excision of medial plica.",2,"gemini, nvidia",models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,C,C,A
medmcqa,05e92aa4-f149-49d2-bfb3-48263f7de421,Regarding vaginal candidiasis which one of the following is false:,C,"Ans. C. Most common in non-pregnant womenCandidiasis is caused by Candida albinism which thrives in an acidic medium with an abundant supply of carbohydrates. It is found commonly in pregnancy, and in patients on oral contraceptives, antibiotics and. corticosteroids. It is also seen in patients with diabetes. It causes a profuse discharge and intense pruritus with soreness of vagina and dysuria. Vagina and vulva are edematous and excoriated and the white patches of cheesy material on the vagina and vulva can be easily identified. A 10%KOH smear shows the buds and hyphae of the Candida organism. Nystatin or ketoconazole vaginal tablets used for one week are curative when used along with a cream of the same medication for External use.",1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,C,C,D
