dataset,id,question,ground_truth_answer,ground_truth_explanation,num_models_incorrect,models_incorrect_list,gemini_model_id,nvidia_model_id,vertex_gemma_model_id,gemini_parsed,nvidia_parsed,vertex_gemma_parsed,question_length,word_count,token_count,clean_question,clean_explanation,domains,gemini_correct,nvidia_correct,vertex_gemma_correct,cluster,tsne_x,tsne_y,difficulty
mmlu_clinical_knowledge,index_22,"Once a prescribed unit of blood product has been obtained from the blood bank and is out of refrigeration, the transfusion should commence within what period of time before it starts to deteriorate (as of 2020 medical knowledge)?",A,,2,"gemini, vertex_gemma",models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,C,A,B,229,38,38,once of blood product has been obtained from the blood bank and is out of refrigeration the transfusion should commence within period of it to deteriorate of knowledge,nan,"['hematology', 'radiology']",0,1,0,6,-47.005226,34.690308,0.6666666666666666
mmlu_clinical_knowledge,index_25,Why would you need to carry out a bladder washout for a patient at home?,B,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,B,B,C,72,15,15,would you need to carry out bladder washout for at home,nan,"['nephrology', 'otolaryngology', 'psychiatry', 'urology']",1,1,0,0,4.208088,1.1379656,0.3333333333333333
mmlu_clinical_knowledge,index_26,A 14-16 gauge needle is most likely to be used for:,D,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,D,D,C,51,11,12,gauge needle is to be for,nan,['unclassified'],1,1,0,0,8.46797,-7.2648616,0.3333333333333333
mmlu_clinical_knowledge,index_28,In games like soccer the blood lactate concentration:,B,,2,"gemini, vertex_gemma",models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,C,B,C,53,8,8,in games soccer the blood lactate concentration,nan,"['hematology', 'otolaryngology', 'radiology']",0,1,0,6,-47.005226,34.690308,0.6666666666666666
mmlu_clinical_knowledge,index_29,Lactate and hydrogen ions leave the muscle:,C,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,C,C,A,43,7,7,lactate and hydrogen ions leave the muscle,nan,['radiology'],1,1,0,3,34.863335,-1.8515776,0.3333333333333333
mmlu_clinical_knowledge,index_31,Which of the following is true of psoriatic arthropathy?,D,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,D,D,C,56,9,9,of the is of psoriatic arthropathy,nan,['unclassified'],1,1,0,0,0.3579367,1.8656414,0.3333333333333333
mmlu_clinical_knowledge,index_33,Which of the following is true of calcium metabolism?,B,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,B,B,A,53,9,9,of the is of calcium metabolism,nan,['pharmacology'],1,1,0,0,-2.3778417,0.42600054,0.3333333333333333
mmlu_clinical_knowledge,index_35,The normal respiratory rate for an adult male is:,D,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,D,D,B,49,9,9,the normal respiratory for an is,nan,['pulmonology'],1,1,0,6,-24.963789,-14.501283,0.3333333333333333
mmlu_clinical_knowledge,index_36,Collagen fibres:,C,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,C,C,A,16,2,2,collagen fibres,nan,['unclassified'],1,1,0,0,-2.4448626,-2.6110148,0.3333333333333333
mmlu_clinical_knowledge,index_37,Which of the following releases most energy when completely oxidised in the body?,B,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,B,B,A,81,13,13,of the releases energy completely oxidised in the body,nan,['unclassified'],1,1,0,0,-0.08472687,-9.801824,0.3333333333333333
mmlu_clinical_knowledge,index_39,"If the mean rate of oxygen consumption of a male athlete during a training session is 2 l/min, then his rate of energy expenditure is approximately:",D,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,D,D,A,148,26,27,if the of oxygen consumption of athlete training session is lmin then of energy expenditure is approximately,nan,['pulmonology'],1,1,0,0,-63.63354,-19.720371,0.3333333333333333
mmlu_clinical_knowledge,index_40,A normal heart rate for an adult at rest is:,B,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,B,B,A,44,10,10,normal heart for an at rest is,nan,"['cardiology', 'otolaryngology']",1,1,0,6,-22.637636,-13.41402,0.3333333333333333
mmlu_clinical_knowledge,index_43,How much toothpaste is recommended for cleaning teeth?,B,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,B,B,A,54,8,8,toothpaste is for cleaning teeth,nan,['unclassified'],1,1,0,0,5.251336,-0.027881583,0.3333333333333333
mmlu_clinical_knowledge,index_48,Glycogen breakdown in exercising muscle is activated by:,D,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,D,D,A,56,8,8,glycogen breakdown in exercising muscle is activated by,nan,['radiology'],1,1,0,3,34.863335,-1.8515776,0.3333333333333333
mmlu_clinical_knowledge,index_49,Most of the free fatty acids are transported in the blood:,D,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,D,D,A,58,11,11,of the free fatty acids are transported in the blood,nan,['hematology'],1,1,0,6,-47.005226,34.690308,0.3333333333333333
mmlu_clinical_knowledge,index_50,How often should a cannula be flushed?,C,,3,"gemini, nvidia, vertex_gemma",models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,A,B,A,38,7,7,often should cannula be flushed,nan,['infectious_disease'],0,0,0,0,3.7415202,0.34648657,1.0
mmlu_clinical_knowledge,index_54,During CPR chest compressions and ventilations should be delivered in a ratio of:,D,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,D,D,A,81,13,13,cpr chest compressions and ventilations should be delivered in ratio of,nan,"['gastroenterology', 'pulmonology', 'otolaryngology', 'emergency_medicine']",1,1,0,0,-22.467197,3.1596048,0.3333333333333333
mmlu_clinical_knowledge,index_55,A person weighs 62 kg. Their drug dose is 15 mg/kg. How many grams is their dose? Choose one answer from the following:,D,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,D,D,A,119,23,24,weighs kg drug dose is mgkg grams is dose from the,nan,['pharmacology'],1,1,0,0,-2.7430565,-7.5967703,0.3333333333333333
mmlu_clinical_knowledge,index_57,The cardiac cycle consists of the phases:,C,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,C,C,B,41,7,7,the cardiac cycle consists of the phases,nan,['cardiology'],1,1,0,0,-3.0146163,15.559451,0.3333333333333333
mmlu_clinical_knowledge,index_59,The chain of survival has four links. Put the following list in the correct order: 1. Early defibrillation; 2. Early CPR; 3. Recognition and call for help early; 4. Post-resuscitation care.,B,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,B,B,A,189,31,32,the chain of survival has links put the list in the order defibrillation cpr recognition and call for help postresuscitation,nan,"['cardiology', 'otolaryngology', 'emergency_medicine', 'radiology']",1,1,0,0,-2.0190814,-6.883734,0.3333333333333333
mmlu_clinical_knowledge,index_61,Which of the following is true about possible rectal findings?,B,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,B,B,A,62,10,10,of the is about rectal,nan,"['gastroenterology', 'pharmacology', 'radiology']",1,1,0,0,-1.1941518,-8.763705,0.3333333333333333
mmlu_clinical_knowledge,index_63,Which of the following is true of Systemic Sclerosis?,D,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,D,D,C,53,9,9,of the is of systemic sclerosis,nan,['unclassified'],1,1,0,0,7.9825144,-2.1323004,0.3333333333333333
mmlu_clinical_knowledge,index_64,A palpable left parasternal impulse suggests which abnormality?,A,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,A,A,D,63,8,8,palpable parasternal impulse suggests abnormality,nan,['obstetrics'],1,1,0,0,5.1097207,1.224692,0.3333333333333333
mmlu_clinical_knowledge,index_65,"In hypovolaemic shock, what percentage of blood can be lost before it is reflected in changes in heart rate and blood pressure?",D,,2,"gemini, vertex_gemma",models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,C,,A,127,22,22,in hypovolaemic shock percentage of blood can be lost it is reflected in changes in heart and blood pressure,nan,"['cardiology', 'hematology', 'otolaryngology', 'emergency_medicine', 'radiology']",0,0,0,6,-47.99128,31.66044,0.6666666666666666
mmlu_clinical_knowledge,index_69,What might make the nurse think a patient could not use an inhaler?,D,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,D,D,A,67,13,13,might make the think could an inhaler,nan,['otolaryngology'],1,1,0,0,6.0570216,-0.4334402,0.3333333333333333
mmlu_clinical_knowledge,index_70,Removal of adhesive strips:,A,,1,nvidia,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,A,B,A,27,4,4,removal of adhesive strips,nan,['unclassified'],1,0,1,0,5.962693,0.65970284,0.3333333333333333
mmlu_clinical_knowledge,index_73,"When using an inhaler, when should a patient be asked to rinse their mouth?",D,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,D,D,B,75,14,14,using an inhaler should be asked to rinse mouth,nan,['otolaryngology'],1,1,0,0,6.9376054,-0.021656018,0.3333333333333333
mmlu_clinical_knowledge,index_74,Muscle lactate production increases when:,D,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,D,D,C,41,5,5,muscle lactate production increases,nan,"['infectious_disease', 'radiology']",1,1,0,3,34.863335,-1.8515776,0.3333333333333333
mmlu_clinical_knowledge,index_75,What is the minimum time a stretch should be held for?,B,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,B,B,A,54,11,11,is the minimum stretch should be held for,nan,['unclassified'],1,1,0,0,2.400583,0.44591138,0.3333333333333333
mmlu_clinical_knowledge,index_77,Name the bones of the middle finger in the correct order from the hand.,A,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,A,A,B,71,14,14,name the bones of the middle finger in the order from the hand,nan,"['orthopedics', 'radiology']",1,1,0,0,4.513003,0.20481749,0.3333333333333333
mmlu_clinical_knowledge,index_79,An ileostomy opening should be:,B,,2,"gemini, vertex_gemma",models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,A,B,C,31,5,5,an ileostomy opening should be,nan,['unclassified'],0,1,0,0,-1.641961,-9.590453,0.6666666666666666
mmlu_clinical_knowledge,index_80,Which of the following would not be done before catheterizing?,D,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,D,D,C,62,10,10,of the would be done catheterizing,nan,['cardiology'],1,1,0,0,6.897096,-1.0558575,0.3333333333333333
mmlu_clinical_knowledge,index_81,Hydrogen ions are formed when:,D,,2,"gemini, vertex_gemma",models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,C,,C,30,5,5,hydrogen ions are formed,nan,['unclassified'],0,0,0,0,1.844573,0.04475838,0.6666666666666666
mmlu_clinical_knowledge,index_83,"Dopamine is prescribed at a rate of 4 micrograms/kg/min. For a 65 kg person, how many milligrams will they receive in an hour?",B,,1,gemini,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,A,B,B,126,23,25,dopamine is at of microgramskgmin for kg milligrams will they receive in an hour,nan,['psychiatry'],0,1,1,0,-1.8334217,-7.5329833,0.3333333333333333
mmlu_clinical_knowledge,index_85,Why can't a patient talk if the cuff is inflated?,D,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,D,D,B,49,10,11,cant talk if the cuff is inflated,nan,['otolaryngology'],1,1,0,0,-0.6216932,-9.267053,0.3333333333333333
mmlu_clinical_knowledge,index_87,Creatine is synthesized from:,B,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,B,B,A,29,4,4,creatine is synthesized from,nan,['infectious_disease'],1,1,0,0,8.788545,-4.194793,0.3333333333333333
mmlu_clinical_knowledge,index_89,Bladder washout solution should be:,D,,2,"nvidia, vertex_gemma",models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,D,A,A,35,5,5,bladder washout solution should be,nan,"['nephrology', 'psychiatry', 'urology']",1,0,0,0,8.51679,-3.0162356,0.6666666666666666
mmlu_clinical_knowledge,index_94,"If a patient is cyanosed, what might their oxygen saturation level be?",C,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,C,C,A,70,12,12,if is cyanosed might oxygen saturation be,nan,"['pulmonology', 'otolaryngology']",1,1,0,0,-63.188343,-18.958479,0.3333333333333333
mmlu_clinical_knowledge,index_96,A person is prescribed Ropinirole 1.5 mg divided into three doses. How many micrograms is each dose? Choose one answer from the following:,D,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,D,D,A,138,23,24,is ropinirole divided into doses micrograms is each dose from the,nan,['pharmacology'],1,1,0,0,7.776724,-1.2159734,0.3333333333333333
mmlu_clinical_knowledge,index_98,The ATP store in muscle can only supply energy in high intensity exercise for about:,B,,2,"gemini, vertex_gemma",models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,C,B,C,84,15,15,the atp store in muscle can only supply energy in high intensity exercise for about,nan,['unclassified'],0,1,0,3,34.863335,-1.8515776,0.6666666666666666
pubmedqa_pqa_l,16418930,Landolt C and snellen e acuity: differences in strabismus amblyopia?,no,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes,68,10,10,landolt and snellen acuity differences in strabismus amblyopia,nan,"['ophthalmology', 'anesthesiology']",0,0,0,0,-1.1852245,-2.0390694,0.3333333333333333
pubmedqa_pqa_l,17208539,Are the long-term results of the transanal pull-through equal to those of the transabdominal pull-through?,no,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes,106,15,18,are the longterm results of the transanal pullthrough equal to those of the transabdominal pullthrough,nan,"['gastroenterology', 'rheumatology']",0,0,0,0,-37.092903,38.373642,0.3333333333333333
pubmedqa_pqa_l,26037986,30-Day and 1-year mortality in emergency general surgery laparotomies: an area of concern and need for improvement?,maybe,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes,115,17,19,and mortality in emergency general surgery laparotomies an area of concern and need for improvement,nan,"['otolaryngology', 'emergency_medicine', 'surgery']",0,0,0,7,57.338295,-25.98659,0.3333333333333333
pubmedqa_pqa_l,26852225,Is adjustment for reporting heterogeneity necessary in sleep disorders?,no,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes,71,9,9,is adjustment for reporting heterogeneity necessary in sleep disorders,nan,['otolaryngology'],0,0,0,0,-0.11238119,-10.829932,0.3333333333333333
pubmedqa_pqa_l,17113061,Do mutations causing low HDL-C promote increased carotid intima-media thickness?,no,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes,80,10,12,do mutations causing low hdlc promote increased carotid intimamedia thickness,nan,['infectious_disease'],0,0,0,5,4.793206,34.53325,0.3333333333333333
pubmedqa_pqa_l,18847643,Therapeutic anticoagulation in the trauma patient: is it safe?,no,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes,62,9,9,therapeutic anticoagulation in the trauma is it safe,nan,"['hematology', 'otolaryngology', 'emergency_medicine', 'pharmacology']",0,0,0,0,1.6949317,-10.533243,0.3333333333333333
pubmedqa_pqa_l,25957366,Prompting Primary Care Providers about Increased Patient Risk As a Result of Family History: Does It Work?,no,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes,106,17,17,prompting providers about increased result of history does it work,nan,"['infectious_disease', 'otolaryngology']",0,0,0,5,53.229095,41.390327,0.3333333333333333
pubmedqa_pqa_l,10966943,Amblyopia: is visual loss permanent?,no,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes,36,5,5,amblyopia is visual loss permanent,nan,"['ophthalmology', 'otolaryngology']",0,0,0,0,-8.581116,38.87537,0.3333333333333333
pubmedqa_pqa_l,17940352,Does HER2 immunoreactivity provide prognostic information in locally advanced urothelial carcinoma patients receiving adjuvant M-VEC chemotherapy?,maybe,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes,146,16,17,does immunoreactivity prognostic information in locally advanced urothelial carcinoma receiving adjuvant mvec chemotherapy,nan,"['dermatology', 'infectious_disease', 'oncology', 'otolaryngology', 'radiology']",0,0,0,4,51.94868,29.929298,0.3333333333333333
pubmedqa_pqa_l,7482275,Necrotizing fasciitis: an indication for hyperbaric oxygenation therapy?,no,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes,72,8,8,necrotizing fasciitis an for hyperbaric oxygenation,nan,"['pulmonology', 'hematology']",0,0,0,0,1.0698231,-11.238818,0.3333333333333333
pubmedqa_pqa_l,24183388,Is the Hawkins sign able to predict necrosis in fractures of the neck of the astragalus?,maybe,,1,vertex_gemma,,,vertex-7050478675136872448,,,yes,88,16,16,is the hawkins able to necrosis in fractures of the neck of the astragalus,nan,"['orthopedics', 'hematology', 'emergency_medicine', 'radiology']",0,0,0,0,43.92366,-13.233022,0.3333333333333333
